yokai_name,prompt,answer
たたりもっけ,"日本の妖怪「たたりもっけ」による祟りの影響は、どのような現象が報告されていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 怪火や怪音が頻発する
- 幸運が訪れる
- 家が繁栄する
- 動物が集まる",怪火や怪音が頻発する
奪衣婆,"奪衣婆が亡者の衣服を剥ぎ取る際に、その衣服を掛けるとされている木の名前は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 衣領樹
- 神木
- 霊樹
- 千年樹",衣領樹
タツクチナワ,"日本の妖怪タツクチナワに関する伝説では、耳を持つ蛇が水面を通ると、誰が水難に遭うとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 子供
- 漁師
- 泳いでいる者
- 観光客",泳いでいる者
立烏帽子 (鬼),"日本の妖怪「立烏帽子」に関する伝承の中で、彼女が捕縛されたと伝えられている人物は誰とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 坂上田村麻呂
- 平康頼
- 藤原千方
- 足利義持",坂上田村麻呂
タテクリカエシ,"日本の妖怪タテクリカエシが転がってくる際に出す音は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- トントン
- スットン
- ゴロゴロ
- カラカラ",スットン
棚婆,"日本の妖怪である「納戸婆」が掃除をするとどこに隠れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 床下
- 納戸の外
- 屋根裏
- 庭",床下
狸憑き,"日本の妖怪である「狸憑き」に憑かれた際のよくいわれる症状として、大食になることが挙げられていますが、特に好まれる食べ物は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 白米
- 赤飯
- パン
- うどん",赤飯
狸囃子,"狸囃子に関する伝説で、音を追いかけるとどのような場所に気づくとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 見たこともない場所
- 自宅
- 神社
- 学校",見たこともない場所
狸火,"日本の妖怪狸火は、どのような形をしているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の形
- 動物の形
- 光の玉
- 巨大な火の玉",人間の形
田の神,"田の神に関連する祭りの中で、田の神を家から田へ送り出す行事は何と呼ばれていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- サナブリ
- アエノコト
- 水口祭
- 田植",サナブリ
旅の人,"日本の妖怪である河童について、頭の皿が割れると何が起こるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 永遠に泳げなくなる
- 力を失うまたは死ぬ
- 水に引きずり込まれる
- 他の妖怪に襲われる",力を失うまたは死ぬ
タマガイ,"沖縄県において、タマガイが現れるとされる特定の状況は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 子供が生まれる前
- 雨の日の夜
- 満月の夜
- 冬の寒い夜",子供が生まれる前
タマセ,"日本の妖怪「タマセ」は、どのような音を立てるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 低い唸り声
- 大きな音
- ささやき声
- 静寂な音",大きな音
玉藻前,"玉藻前に関連する伝説の中で、彼女が変身を解かれた後に逃げた場所はどこであるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 那須野
- 京都
- 平泉
- 富士山",那須野
袂雀,"日本の妖怪「袂雀」は通行人に何をもたらすとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 幸運
- 不吉
- 富
- 友情",不吉
ダラシ,"日本の妖怪ダラシが憑くとされる場所はどのようなところが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 川のほとり
- 山道や峠
- 村の広場
- 神社の境内",山道や峠
ダリ,"日本の妖怪「ヒダル神」が憑くとされる場所はどのようなところとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 海岸
- 山道
- 都市の公園
- 学校の校庭",山道
俵藤太,"俵藤太が大百足を退治した際、何をつけた矢を放ったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 神の血
- 魔除けの粉
- 降魔の力がある唾
- 毒を盛った薬",降魔の力がある唾
タンコロリン,"日本の妖怪「タンコロリン」が現れるとされる条件は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 柿の実を採らないで放置する
- 夜中に柿の木の下で祈る
- 柿の実を食べる
- 柿の木を切り倒す",柿の実を採らないで放置する
タンタンコロリン,"日本の妖怪タンタンコロリンが現れるとされる条件は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 柿の実を採らずに放置する
- 夜に柿の木の下で寝る
- 柿の木を切り倒す
- 柿の実を食べ過ぎる",柿の実を採らずに放置する
だんだん法師,"日本の妖怪である「だんだん法師」が起こすとされる現象は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山を作る
- 湖を作る
- 人をさらう
- 足跡を残す",足跡を残す
乳の親,"日本の妖怪である「乳の親」が亡くなった子供に行うとされている行為は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 歌を歌う
- 乳を飲ませる
- 子供を守る
- 夢を見せる",乳を飲ませる
力持ち幽霊,"日本の妖怪である力持ち幽霊が現れるとされる理由は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 墓に穴があったため
- 食べ物を盗まれたため
- 夫に裏切られたため
- 子供を奪われたため",墓に穴があったため
魑魅,"日本の妖怪である「魑魅」は、どのような外見を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の顔と獣の体
- 全て人間の姿
- 全て獣の姿
- 魚のような体",人間の顔と獣の体
茶袋,"日本の妖怪である「茶袋」が現れるとされる場所はどのようなところとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人家の近く
- 寂しい川の流れのあたり
- 繁華街
- 山の頂上",寂しい川の流れのあたり
宙狐、中狐,"日本の妖怪である「宙狐」や「中狐」について、これらの妖怪が一般に現れるとされる時期はいつでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 冬
- 春
- 夏
- 秋",夏
蝶化身,"日本の妖怪「蝶化身」はどのようにして人に影響を与えるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人にまとわりつく
- 夢の中に現れる
- 声をかける
- 影を踏まれる",人にまとわりつく
提灯お岩,"日本の妖怪「提灯お岩」に関連する伝承として、多くの文献で言及される提灯お岩が現れる演出は、何と呼ばれていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 提灯抜け
- 提灯舞
- 提灯現れ
- 提灯照らし",提灯抜け
提灯お化け,"日本の妖怪である「提灯お化け」は通常どのような形状を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 上下に割れた提灯の口から長い舌が出ている
- 頭に角が生えている
- 羽が生えて空を飛ぶ
- 光を放つ球体である",上下に割れた提灯の口から長い舌が出ている
提灯小僧,"日本の妖怪である「提灯小僧」が主に出没するとされる場所はどこか、以下の4つから回答を1つ選び出力しなさい。
- 仙台城の城下町北部
- 東京タワーの周辺
- 京都の祇園
- 奈良の東大寺",仙台城の城下町北部
提灯火,"日本の妖怪「提灯火」は、どのような場所に出没するとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山の頂上
- 田の畦道
- 海の底
- 都市の中心",田の畦道
長面妖女,"日本の妖怪「長面妖女」はその身長が何尋とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 3尋
- 5尋
- 7尋
- 10尋",7尋
猪口暮露,"日本の妖怪「猪口暮露」はどのような姿をしているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 頭に猪口をかぶった虚無僧
- 羽を持つ鬼
- 水を操る妖精
- 大きな獣の姿",頭に猪口をかぶった虚無僧
チョマトー,"チョマトーにまつわる伝説では、北見アイヌが逃げ込んだとされる場所は何と呼ばれていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 神のいる沼
- 血妖魔沼
- 聖なる湖
- 不死の泉",血妖魔沼
塵塚怪王,"日本の妖怪である「塵塚怪王」はどのような存在とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山姥の王
- 井戸の精霊
- 水の神
- 火の神",山姥の王
ちんちん小袴,"妖怪「ちんちん小袴」に登場する小男の姿はどのように描かれていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 円形の顔で着物姿
- 四角張った顔で袴姿
- 長い髪を持つ和装
- 目が大きく羽を持つ",四角張った顔で袴姿
衝立狸,"日本の妖怪である「衝立狸」は道を塞ぐ際にどのような形で現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 木の精霊の姿
- 大きな衝立の形
- 光る球体
- 巨大な獣の姿",大きな衝立の形
杖突き,"日本の妖怪「杖突き」に関連して、音の現象が起こる際に人々が驚く理由とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 夜中に木を切る音がするから
- 昼間に人の声が聞こえるから
- 山小屋が揺れるから
- 木が倒れる音がするから",夜中に木を切る音がするから
月の兎,"月の兎が餅をついているとされる理由について、一般的にどのように説明されていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 月の兎が人々の願いを叶えるため
- 月に住む兎が不老不死の薬を作っているため
- 兎の影が臼に見えることから
- 兎が月の光を集めるため",兎の影が臼に見えることから
付喪神,"付喪神について、道具が変化して妖怪になるとされるのは何年経った後とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 50年
- 75年
- 100年
- 125年",100年
付紐小僧,"付紐小僧が現れる場所とされている屋敷の名前は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 小豆とぎ屋敷
- 袖引き屋敷
- 鬼門屋敷
- 三味線屋敷",小豆とぎ屋敷
辻神,"日本の妖怪である辻神が棲みつきやすいとされる場所はどこか、以下の4つから回答を1つ選び出力しなさい。
- 山の頂上
- 道が交差する場所
- 川のほとり
- 村の中心",道が交差する場所
土蜘蛛,"日本の妖怪「土蜘蛛」に関する記述の中で、彼らが古代においてどのような存在として描かれていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 神々に仕える存在
- 天皇に恭順しない異族視された存在
- 平和を象徴する存在
- 農耕の神とされる存在",天皇に恭順しない異族視された存在
土転び、槌転,"日本の妖怪である「土転び」について、どのような行動をすることが多いとされているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人を助ける
- 人を噛む
- 人を追いかける
- 人に話しかける",人を追いかける
槌の子,"日本の妖怪槌の子の目撃例はどの地域で特に少ないとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 北海道
- 関東地方
- 関西地方
- 九州地方",北海道
恙虫,"日本の妖怪である「恙虫」に関する伝承の中で、ツツガムシ病を引き起こすとされるリケッチアの保菌率はどの程度とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 0.1%から1%
- 0.1%から3%
- 1%から5%
- 5%から10%",0.1%から3%
苞蛇,"日本の妖怪苞蛇は特定の条件下で生け捕りされるとされている生物ですが、どのような条件が必要とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 生きたまま捕まえること
- 特定の時間帯に捕獲すること
- 特定の場所でのみ捕まえること
- 特定の食べ物を与えること",生きたまま捕まえること
常元虫,"日本の妖怪である常元虫は、どのような背景を持つ人物の魂とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 盗賊
- 商人
- 農民
- 漁師",盗賊
角盥漱,"日本の妖怪である「角盥漱」の伝説に登場する平安時代の歌人は誰とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 紫式部
- 小野小町
- 清少納言
- 大伴黒主",小野小町
角椀漱,"角椀漱に関する伝説では、長者が武士に椀を貸した後、どのようにして武士の正体を知ることができたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 武士に直接尋ねた
- 人を雇って後を追わせた
- 武士が自ら明かした
- 村人から聞いた",人を雇って後を追わせた
面女,"日本の妖怪「面女」に関する伝承では、面女の姿が出現した際に特徴的な装飾が施されているとされています。その装飾とは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- お歯黒
- 紅い口紅
- 金の髪飾り
- 白い着物",お歯黒
つらら女,"日本の妖怪である「つらら女」の物語において、彼女が現れるきっかけとなる男の願いは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 美しい妻が欲しい
- 金持ちになりたい
- 長生きしたい
- 幸せになりたい",美しい妻が欲しい
釣瓶落とし,"釣瓶落としが人間を襲う際に、どのような行動をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 木の上から釣瓶を落とす
- 人間を木の上に引き上げる
- 昼間に出現する
- 地面に叩きつける",木の上から釣瓶を落とす
釣瓶火,"日本の妖怪である「釣瓶火」に関して、多くの文献でどのような現象として描写されていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 地面から湧き出る水
- 空中に浮かぶ火の玉
- 土の中に潜む獣
- 木の根元に生える草",空中に浮かぶ火の玉
手洗鬼,"手洗鬼はどの地域の海で手を洗う巨人とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 九州
- 四国
- 本州
- 北海道",四国
手負蛇,"日本の妖怪である「手負蛇」は、どのような行動をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人を食べる
- 目に毒気を吹きかける
- 水を汲む
- 夢を見せる",目に毒気を吹きかける
手形傘,"日本の妖怪手形傘にまつわる伝説に登場する和尚の名前は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 朝比奈
- 一蓮
- 大山
- 藤原",朝比奈
"テケテケ
","日本の妖怪テケテケはどのような状況で死んだとされることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 火事で焼かれる
- 山で遭難する
- 電車に轢かれる
- 水に溺れる",電車に轢かれる
鉄鼠,"日本の妖怪である「鉄鼠」は、何を食い荒らしたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 果物
- 経典
- 米
- 衣服",経典
テッチ,"日本の妖怪「テッチ」は、どのような行動をする存在とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人を食らう
- 神隠しをする
- 宝物を守る
- 家を建てる",神隠しをする
手長足長,"日本の妖怪「手長足長」が現れるときに、鳥海山の神が遣わせた霊鳥は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 一羽の白鳥
- 三本足の鴉
- 二羽の鶴
- 四本足の狐",三本足の鴉
手長婆,"日本の妖怪である「手長婆」が人間に対してどのような行動をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 長い腕で人を引きずる
- 人を食べる
- 呪いをかける
- 人を助ける",長い腕で人を引きずる
手の目,"日本の妖怪である「手の目」はどのような外見を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 両足に目がついている
- 両手に目がついている
- 顔に目がついている
- 背中に目がついている",両手に目がついている
寺つつき,"日本の妖怪である「寺つつき」が出現するとされる寺はどれか、以下の4つから回答を1つ選び出力しなさい。
- 東大寺
- 四天王寺
- 仁和寺
- 薬師寺",四天王寺
鼬、貂,"日本の妖怪「鼬」は、鳴き声が不吉の前触れとされることが多いですが、その鳴き声を何に例えられていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 6人で臼を搗く音
- 雷の音
- 風の音
- 鳥のさえずり",6人で臼を搗く音
天火,"日本の妖怪である「天火」が現れると、どのような現象が起こるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 天気が良くなる
- 人が病気になる
- 農作物が豊作になる
- 不吉な夢を見る",人が病気になる
天狗,"日本の妖怪である天狗が、特に驕慢な尼の転生した者を指して呼ばれる名称は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 烏天狗
- 女天狗
- 鼻高天狗
- 木の葉天狗",女天狗
天狗隠し、天狗攫い,"天狗攫いにおいて、天狗にさらわれた子供が帰ってきた後に話すことが多い体験は何とされているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 天狗に山の知識を教わった
- 天狗と一緒に空を飛び名所を見物した
- 天狗から宝物をもらった
- 天狗の料理を食べた",天狗と一緒に空を飛び名所を見物した
天狗太鼓,"日本の妖怪である「天狗」に関して、特に夜中に家を揺らす現象は何と呼ばれているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 天狗の火
- 天狗の揺さぶり
- 天狗の笑い
- 天狗倒し",天狗の揺さぶり
天狗倒し,"日本の妖怪「天狗倒し」に関連して、音の発生源とされるのは何の音と説明されることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 雷の音
- 木を切る音
- 水の流れる音
- 人の声",木を切る音
天狗礫,"日本の妖怪天狗礫について、石が降ってくる現象が報告された年の一例として、宝暦5年（1755年）に天狗礫が頻発した場所はどこであるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 京都市
- 金沢市
- 東京
- 大阪市",金沢市
天狗のみあかし,"日本の妖怪「天狗のみあかし」は獣の皮で消えるとされていますが、どのような状況で現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 晴れの日の昼間
- 雪の日の夜
- 雨の夜の山奥
- 風の強い日の平地",雨の夜の山奥
天狗囃子,"日本の妖怪天狗囃子において、山中から聞こえる囃子の音は天狗の仕業とされることが多いですが、どのような行事でこの音が聞こえるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 祭り
- 収穫祭
- 葬式
- 結婚式",祭り
天狗火,"日本の妖怪天狗火は、人がこの火に遭遇するとどのような影響があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 必ず病気になる
- 金運が向上する
- 幸運が訪れる
- 長寿になる",必ず病気になる
天狗笑い,"日本の妖怪「天狗笑い」は、どのような現象を伴うとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 突然の風が吹く
- 人間の目の前に現れる
- 空から火が降る
- 山が揺れる",突然の風が吹く
天狐,"天狐は、江戸時代において最上位の存在とされる狐ですが、その特徴としてどのような能力が語られていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 千里の先を見通す
- 人を魅了する
- 悪さをする
- 精気を吸い取る",千里の先を見通す
テンコロバシ,"日本の妖怪「テンコロバシ」はどのような天候の夜に現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 晴れた夜
- 雷雨の夜
- 雪の降る夜
- 雨模様の夜",雨模様の夜
テンサラバサラ,"日本の妖怪テンサラバサラが幸運をもたらすとされている物体は、どのように飼育できると言われていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 穴の開いた桐の箱でおしろいを与える
- 水槽で水を与える
- 土の中で育てる
- 空中に浮かべておく",穴の開いた桐の箱でおしろいを与える
テンジ,"日本の妖怪「テンジ」が夜に小屋の番人に対して行ったいたずらとして知られている行為は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 耳や足をつねる
- 物を盗む
- 影を作る
- 声を真似る",耳や足をつねる
天井下り、天井下がり,"日本の妖怪「天井下り」が家の天井から現れるとされる姿は、どのような特徴を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 長い髪を振り乱した醜い老女
- 小さな子供の姿
- 白い衣をまとった美しい女性
- 大きな獣の姿",長い髪を振り乱した醜い老女
天井嘗,"日本の妖怪である「天井嘗」は、どのような行動をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 壁を叩く
- 天井をなめる
- 部屋を掃除する
- 人を驚かす",天井をなめる
天吊し,"日本の妖怪「天吊し」は、どのような姿で描かれているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 長い髪を振り乱した醜い老女
- 白い着物を着た美しい少女
- 大きな目を持つ獣のような姿
- 小さな妖精のような姿",長い髪を振り乱した醜い老女
天火,"日本の妖怪である「天火」が現れると、どのような影響があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 火事の前兆とされる
- 病人が増える
- 雨が降る
- 人々が幸運を得る",火事の前兆とされる
トイレの花子さん,"トイレの花子さんが呼び出される方法として、どのような方法が一般的に伝えられていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 鏡を3回叩く
- トイレのドアを3回叩く
- 名前を3回呼ぶ
- トイレットペーパーを使い切る",名前を3回呼ぶ
道成寺の鐘,"道成寺の鐘にまつわる伝説では、安珍が隠れた鐘が焼ける際に、清姫がどのような形に変わるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 白い蛇
- 大蛇
- 小蛇
- 青い蛇",大蛇
灯台鬼,"日本の妖怪「灯台鬼」は、ある特定の特徴を持っているとされています。その特徴として何が挙げられていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 頭に大きなロウソクを載せている
- 羽が生えている
- 人間の姿をしている
- 水を使って身を隠す",頭に大きなロウソクを載せている
道通さま,"日本の妖怪道通さまに憑いているとされるトウビョウは、どのような色の輪が首の部分にあるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 青色
- 金色
- 赤色
- 緑色",金色
胴面,"日本の妖怪である「胴面」は、どのような姿をしているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 首から下がない
- 脚だけが長い
- 顔が胴体にある
- 目が多い",顔が胴体にある
トウビョウ、土瓶,"日本の妖怪であるトウビョウが憑いている家は、どのように扱われているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 常に外に放置される
- 特に扱いは変わらない
- 土製の瓶に入れて大切にされる
- 誰も近づかないようにされる",土製の瓶に入れて大切にされる
豆腐小僧,"日本の妖怪である豆腐小僧は、どの時代に初めて確認されたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 江戸時代前期
- 安永年間
- 明治時代
- 昭和時代",安永年間
どうもこうも,"日本の妖怪「どうもこうも」の特徴として、何を持つ姿で描かれているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 1つの目
- 2つの頭
- 3本の腕
- 4本の脚",2つの頭
通り悪魔、通り者,"日本の妖怪通り悪魔（通り者）が現れた際、心を落ち着けることが重要だとされる理由は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 心を乱されることで不幸が訪れる
- 通り悪魔を退散させるため
- 他の妖怪が近づいてくるため
- 心を落ち着けないと見えないから",心を乱されることで不幸が訪れる
髑髏の怪,"日本の妖怪「髑髏の怪」が平清盛と出遭った際、髑髏が合体してどれくらいの大きさになったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 10メートル
- 14～15丈（約42～45メートル）
- 50メートル
- 1メートル",14～15丈（約42～45メートル）
トシドン,"日本の妖怪トシドンが毎年大晦日の夜に行う行事で、子供に与える餅は何と呼ばれていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- お年玉
- トシドン餅
- 餅まき
- 年越し餅",トシドン餅
徳利回し,"日本の妖怪である「徳利回し」が人間の姿に化ける際、どのような目的で化けるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人を誘惑するため
- 人をバカにするため
- 物を盗むため
- 人を守るため",人をバカにするため
百々目鬼,"日本の妖怪である「百々目鬼」は、その名前に由来する特徴とは異なる理由で描かれることがあるとされています。何がその理由とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 数多くの目が腕に貼りついた銭から変化した
- 人間の姿をしているが実は動物である
- 特定の地名に関連がある
- 盗んだものを返すために現れる",数多くの目が腕に貼りついた銭から変化した
飛銚子,"日本の妖怪「飛銚子」は、どのような物が飛来する現象として知られているとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 鉄製の銚子状の物
- 木製の弓矢
- 石製の刀
- 紙製の扇子",鉄製の銚子状の物
共潜、伴かづぎ,"妖怪「伴かづぎ」は、遭遇することがある特定の日の天候があるとされています。何の日の天候とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 晴天の日
- 曇天の日
- 雨の日
- 風の強い日",曇天の日
鳥山石燕,"鳥山石燕が描いた妖怪画集の中で、最初に刊行されたものは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 今昔百鬼拾遺
- 今昔画図続百鬼
- 画図百鬼夜行
- 百器徒然袋",画図百鬼夜行
泥田坊,"日本の妖怪「泥田坊」はどのような姿で描かれることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 全身が泥に覆われた姿
- 片目の顔と3本の指を持つ上半身のみ
- 大きな足を持つ姿
- 頭に草を載せた姿",片目の顔と3本の指を持つ上半身のみ
トンカラトン,"日本の妖怪である「トンカラトン」が人に出会った際、何を言うように求めるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- トンカラトンと言え
- 逃げろと言え
- こんにちはと言え
- ありがとうと言え",トンカラトンと言え
トンボ神、土瓶神,"トンボ神（土瓶神）に憑かれた家は、どのようなことが起こるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 金が入って裕福になる
- 家族が離散する
- 農作物が不作になる
- 家が崩れる",金が入って裕福になる
ナエガツク,"日本の妖怪「餓鬼憑き」に遭った場合、どのような方法で逃れることができるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 食べ物を口に入れる
- 水を飲む
- 周囲に何かを撒く
- お祈りをする",食べ物を口に入れる
長井戸の怪,"日本の妖怪「長井戸の怪」が現れる場所とされているのはどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 北海道
- 新潟県
- 京都府
- 福岡県",新潟県
流れ行燈,"流れ行燈が現れるとされる特定の時期はいつとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- お正月
- お盆
- 秋の収穫祭
- 冬至",お盆
泣塔,"日本の妖怪である「泣塔」にまつわる言い伝えの一つとして、泣塔を目にした者はどのような事が起きるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 幽霊と出遭う
- 幸運が訪れる
- 富が得られる
- 長寿を得る",幽霊と出遭う
泣き婆,"日本の妖怪「泣き婆」が現れるとされる場所はどこであることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 神社
- 憂いのある家の前
- 川辺
- 山の中",憂いのある家の前
撫で座頭,"日本の妖怪である「撫で座頭」が神事で人の穢れを写し取るとされる「撫物」と関連付けられている動物は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 犬
- 猫
- 狐
- 鶴",猫
七尋女房,"日本の妖怪である「七尋女房」はどのくらいの身長または首の長さを持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 約3.8メートル
- 約6.4メートル
- 約12.6メートル
- 約15メートル",約12.6メートル
ナベソコ,"日本の妖怪である「ナベソコ」の家筋で飼われているとされる動物の特徴として、一般のタヌキとは異なりどのような動物であるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- イタチより少し大きな動物
- ネズミより小さな動物
- ウサギと同じ大きさの動物
- 狐よりも小さい動物",イタチより少し大きな動物
鯰神,"日本の妖怪「鯰神」が地震と関連付けられる理由には、何が関係しているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 鯰が水をかき回す
- 鯰が暴れる
- 鯰が鳴く
- 鯰が光る",鯰が暴れる
鯰狐,"日本の妖怪「鯰狐」が人間に何をすることが多いとされているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 姿を消す
- 人を誘う
- 眠りに落とす
- 運をもたらす",人を誘う
生団子,"生団子に関連する仏像である生団子仏は、片足がどのような状態で描かれているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 両足とも草履を履いている
- 片足が素足で、片方が草履を持っている
- 両足とも素足である
- 片足が草履を履き、もう片方は裸足である",片足が素足で、片方が草履を持っている
