yokai_name,prompt,answer
砂撒き狸,"In the legends related to the Japanese yokai Sazanka-tanuki, which animal is particularly often mentioned as the true form of the sand-scattering yokai? Choose one answer from the following four options.

- Tanuki
- Rabbit
- Fox
- Weasel",0
スネカ,"What is often said to be done by the Japanese yokai ""Sneka"" to lazy people? Choose one answer from the following 4 options.

- Eat
- Warn
- Help
- Hide",1
すねこすり,"What time of day is the Japanese yokai ""Sunekosuri"" often said to appear? Choose one of the following four options as your answer.

- Daytime
- Evening
- Night with rain
- Dawn",2
ずんべら坊,"What type of object is the Japanese yokai ""Zunbera-bou"" often associated with? Choose one from the following four options.

- A flat, smooth state
- An object with corners
- A very large object
- A complex-shaped object",0
瀬女,"What kind of suffering is often said to have led to the existence of the Japanese yokai, Senjo? Choose one of the following four options as your answer.

- Menstrual pain
- Childbirth pain
- Pain from illness
- Pain of aging",0
石妖,"Which place is generally known as the location where the Japanese yokai, Ishyou, appears? Choose one answer from the following four options.

- Mountainous area of Mamezu
- Temples in Kyoto
- Parks in Tokyo
- Lakeside in Hokkaido",0
セコ,"What is an example of the sound that the Japanese yokai ""Seko"" is said to make in the mountains? Choose one answer from the following four options.

- Whoi Whoi
- Wan Wan
- Nyah
- Gya Gya",0
殺生石,"In the legends related to the Japanese yokai Kishōseki, what animal is Tamamo-no-Mae often said to have transformed into? Choose one answer from the following four options.

- Fox
- Tanuki
- Snake
- Wolf",0
瀬戸大将,"What kind of armor is the Japanese yokai ""Seto Daimyo"" often said to be wearing, made from a combination of the following four items? Choose one answer from the options provided.

- Metals
- Cloth
- Ceramics
- Wood",2
瀬坊主,"What kind of person is often said to witness the Japanese yokai ""Se-bozu""? Choose one answer from the following four options.

- The person who swims in the river at night
- The person who fishes during the day
- The night fisher
- The morning walker",2
前鬼・後鬼,"Regarding the Japanese yokai Mae-Oni and Ko-Oni, what tool is said to be possessed by the former? Choose one from the following four options and output your answer.

- Water jug
- Backpack
- Iron axe
- Sword",2
洗濯狐,"Which prefecture is often mentioned as one of the regions where the Japanese yokai ""Azukiarai"" is traditionally passed down? Choose one from the following four options.

- Hokkaido
- Okinawa Prefecture
- Niigata Prefecture
- Kagoshima Prefecture",2
禅釜尚,"In which location is the Japanese yokai ""Zenkama-nao"" said to appear? Choose one answer from the following four options.

- In the mountains
- In the grassland
- At the temple
- Near the water",1
センポクカンポク,"In what kind of situation is the Japanese yokai ""Senpokukanpok"" often said to appear in a house? Choose one answer from the following 4 options.

When a baby is born in the house
When a death occurs in the family
When a festival is held within the home
When the house catches fire",1
叢原火,"In the legends about the Japanese yokai ""oni-bi,"" what is it often considered to be the spirit of? Choose one answer from the following four options.

- The breath of living animals
- The corpses of humans and animals
- Tree spirits
- Flowing water",1
宗旦狐,"Who is often said to be the person that the Sōdani Fox frequently appeared as in disguise? Choose one answer from the following four options.

- Sen no Sōtan
- Sen no Rikyū
- Matsuo Bashō
- Yanagi Muneyoshi",0
そうはちぼん,"How is the Japanese yokai ""Sōhachibon"" often said to move during autumn nights? Choose one of the following four options as your answer.

- From north to south
- From west to east
- From east to west
- From south to north",2
袖引小僧,"What is often considered to be the original spirit of Sudohiki Kozō? Choose one answer from the following four options.

- Ronin
- Bandit
- Yokai Painter
- Jizo",0
袖もぎさん、袖もぎ様,"In the legends related to Yōkai Sode Mogi-san, which location is often said to be known for requiring the removal of one sleeve and offering it when one falls down? Choose one from the following four options.

- River
- Mountain
- Bridge
- Shrine",2
空神,"In the beliefs surrounding the Japanese yokai ""Tengu,"" what is often considered the reason why Tengu is said to cause solar and lunar eclipses? Choose one answer from the following four options.

- Because dogs chase the moon and the sun.
- Because tengu are guiding people.
- Because the mountain god is involved.
- Tengu eat the sun.",0
空木返し,"The Japanese yokai known as ""Soragikagashi"" is famous for its sound phenomenon, but what is often considered as the source of the sound? Choose one answer from the following four options.

- The ghost of the lumberjack
- Mountain god
- Monkey's mischief
- The sound of the wind",0
算盤坊主,"At what time of day is the Japanese yokai ""Sorobanbōzu"" said to appear? Choose one of the following four options as your answer.

- 11:00 PM
- 12:00 AM (midnight)
- 8:00 P.M.
- 3:00 A.M. (3 o'clock in the morning)",1
ソンツル,"What kind of appearance is often thought to be associated with the tobiyo, which is said to be haunting the yokai Sontsuru in Japan? Choose one of the following four options as your answer.

- Bird's form
- Snake or worm form
- Human form
- Fish form",1
大光寺の怪異,"When the paranormal phenomena at Daikoji Temple appeared, what kind of actions is it often said that Taryu Mitsuo took? Choose one from the following four options.

- Attempted to tear the mosquito net
- Sought help from the monk
- Escaped
- Turned over in bed",0
大太郎坊,"What kind of terrain is often thought to have been formed by the footprints left behind by the Japanese yokai ""Daitarōbō""? Choose one of the following four options as your answer.

- Mountains
- Rivers
- Lakes and ponds
- Caves",2
だいだらぼうし、だいだら法師,"What kind of terrain is the Japanese yokai ""Daikaijū"" often said to have created? Choose one answer from the following four options.

- Mountain
- River
- Valley
- Plain",0
ダイダラボッチ,"What kind of terrain is often considered to have been formed by the footprints left behind by the Japanese yokai Daidarabotchi? Choose one of the following four options as your answer.

- Mountains
- Oceans
- Deserts
- Plains",0
大天狗,"What is the number of fan feathers said to be possessed by the Japanese yokai ""Daitengu"" that is often considered common? Choose one answer from the following four options and output it.

9, 11, 13, 15",1
大ふき,"What shape is the Japanese yokai ""Daifuki"" often depicted in? Choose one from the following four options and output your answer.

- A slender figure with its mouth protruding sideways
- The appearance of a bird with massive wings
- A woman in human form
- The form of a quadruped beast",0
頽馬,"When is the Japanese yokai ""Taima"" said to occur? Choose one answer from the following four options.

- January to March
- April to July
- August to October
- November to December",1
松明丸,"What kind of light does the Japanese yokai Matsumidamaru emit, and what kind of existence is it often associated with? Choose one of the following four options as your answer.

- The light that illuminates the darkness
- The light that hinders Buddhist practice
- The guiding light for people
- The protective light for nature",1
高女,"Which of the following places is considered to be where the Japanese yokai ""Kuchisake-onna"" mainly appears? Choose one from the following four options and output your answer.

- Park
- Shrine
- Second floor of a geisha house
- Top of the mountain",2
高入道,"When encountering a high priest, in Hyogo, what is often said to make their appearance disappear? Choose one answer from the following four options.

- Measure height with a ruler
- Bow
- Recite a specific incantation
- Throw a piece of wood",0
高坊主,"What is generally believed to be the reason why the Japanese yokai ""Takabozu"" scares people? Choose one answer from the following 4 options.

- To abduct playing children
- To make people sick
- To appear during the time when barley stalks sprout
- To instill fear",3
高丸,"In the legends about Takamaru, what is the name of the samurai often said to have fought against him when he was defeated? Choose one from the following four options and output the answer.

- Minamoto no Yoriyasu
- Sakanoue no Tamuramaro
- Abe no Seimei
- Fujiwara no Michinaga",1
多娥丸,"Where is it often said that the head of the yokai called Taga Maru, the pirate, was buried? Choose one answer from the following four options.

- Valley of Itodomura
- Off the coast of Kumanonada
- Cave of Onigajo
- Beach of Nikihama",0
田がらし,"What method is often said to be used by the Japanese yokai ""Tadaragashi"" to make crops wither? Choose one answer from the following four options.

- Dig up the soil
- Absorb water
- Attract insects
- Blow the wind",1
ダキ,"The Japanese yokai ""Daki"" is said to cause harm to humans by performing specific actions. Which of the following actions is most often associated with causing harm to humans? Choose one from the following four options and output your answer.

- Whispering in a human's ear
- Stepping on a human's shadow
- Calling out to a human with a beautiful voice
- Gently stroking a human's hair with one's hand",2
滝霊王,"It is often said that the image of Fudō Myōō (Acala) appears as the form of Raiō (King of Waterfalls) when it is drawn, but what is the name of the temple often associated with the legend of this Fudō? Choose one answer from the following four options.

- Kuzukawa Issojo-in
- Koyasan Kongobuji
- Enryaku-ji
- Narita-san Shinsho-ji",0
たきわろ,"What kind of appearance is the Japanese yokai ""Kishigai Kozou"" often said to have? Choose one from the following four options and output the answer.

- A creature resembling a kappa with its entire body covered in fur
- A humanoid form with red eyes
- A bird-like form with wings
- A large dog-like form",0
たくろう火,"Regarding the Japanese yokai ""Takuro-bi,"" when is it often said that the fire balls appear? Choose one answer from the following four options.

- Spring to Summer
- Summer to Autumn
- Autumn to Winter
- Winter to Spring",1
竹伐狸,"In the case of Takedanuki, which animal is often thought to be responsible for making the sound of cutting bamboo? Choose one answer from the following four options.

Fox, Tanuki, Dog, Cat",1
たこ,"What kind of deity is the Japanese yokai ""Oshirasama"" often said to have? Choose one from the following four options and output your answer.

- Statue made from tree roots
- Soul placed in a bamboo tube
- Doll made from mulberry tree
- Beast carved from stone",2
畳叩き,"In the folklore about tatami-tapping, it is said that the direction from which the sound is heard begins from a specific direction. Which direction is often said to be the starting point of the sound from the following four options? Choose one answer and output it.

- North
- South
- East
- West",2
たたりもっけ,"What kind of phenomena are often reported to be influenced by the curse of the Japanese yokai ""Tatarimokke""? Choose one answer from the following 4 options.

- Frequent occurrences of strange lights and sounds
- Good fortune arrives
- The house prospers
- Animals gather",0
奪衣婆,"What is the name of the tree to which the deceased's clothes are said to be hung when Oi-baba removes them? Choose one answer from the following four options.

- Clothing Tree
- Sacred Tree
- Spirit Tree
- Thousand-Year Tree",0
タツクチナワ,"In the legends about the Japanese yokai Tatsukuchinawa, who is often said to suffer water accidents when a snake with ears passes through the water surface? Choose one answer from the following 4 options.

- Child
- Fisherman
- Swimmer
- Tourist",2
立烏帽子 (鬼),"In the legends about the Japanese yokai ""Tachi-eboshi,"" who is often said to have captured her? Choose one from the following four options.

- Sakanoue no Tamuramaro
- Taira no Yasuyori
- Fujiwara no Chikata
- Ashikaga Yoshimochi",0
タテクリカエシ,"What sound is often said to be produced by the Japanese yokai Tatekurikae-shi when it rolls down? Choose one answer from the following four options.

- Tonton
- Sutton
- Gogoro
- Karakara",1
棚婆,"Which of the following locations is often said to be where the Japanese yokai ""Nandobaba"" hides when she cleans? Choose one answer from the options below.

- Under the floor
- Outside the storage room
- Attic
- Garden",0
狸憑き,"As a common symptom of being possessed by the Japanese yokai ""tanuki-tsuki,"" it is often said that one becomes a glutton. What type of food is particularly favored in such cases? Choose one answer from the following four options.

- White rice
- Red beans rice
- Bread
- Udon noodles",1
狸囃子,"In legends about Tanabata, what kind of place is often said to be noticed when chasing the sound? Choose one answer from the following 4 options.

- Unfamiliar places
- Home
- Shrine
- School",0
狸火,"What shape is the Japanese yokai tanuki fire often said to have? Choose one of the following four options and output your answer.

- Human shape
- Animal shape
- Light ball
- Giant fire ball",0
田の神,"Among the festivals related to the god of the rice fields, which event is often referred to as sending the god from the house to the rice field? Choose one answer from the following four options.

- Sanaburi
- Aenokoto
- Mizuguchi Festival
- Rice Planting",0
旅の人,"What is often said to happen to the Kappa, a Japanese yokai, when its head's dish is broken? Choose one answer from the following four options.

- Lose the ability to swim forever
- Lose strength or die
- Dragged into the water
- Attacked by other yokai",1
タマガイ,"In Okinawa Prefecture, what is often considered the specific situation where Tamagai is said to appear? Choose one answer from the following four options.

- Before the child is born
- Rainy night
- Night of the full moon
- Cold winter night",0
タマセ,"What kind of sound is the Japanese yokai ""Tamase"" often said to make? Choose one answer from the following four options.

- Low growl
- Loud noise
- Whispering voice
- Silent sound",1
玉藻前,"In the legends related to Tamamo-no-Mae, where is it often said that she escaped to after her transformation was undone? Choose one answer from the following 4 options.

- Nasuno
- Kyoto
- Hiraizumi
- Mount Fuji",0
袂雀,"What is often believed to be brought by the Japanese yokai ""Tsubame-suzume"" to passersby? Choose one answer from the following four options.

- Luck
- Unlucky
- Wealth
- Friendship",1
ダラシ,"What kind of places are often said to be haunted by the Japanese yokai Darashi? Choose one answer from the following four options.

- Riverside
- Mountain path or pass
- Village square
- Shrine precinct",1
ダリ,"What kind of places are often said to be haunted by the Japanese yokai ""Hidarugami""? Choose one answer from the following four options.

- Coastline
- Mountain path
- City park
- School playground",1
俵藤太,"When Tawarafuji Tada defeated the giant centipede, what type of arrow is often said to have been used? Choose one from the following four options and output your answer.

- God's blood
- Demon-repelling powder
- Spit with the power to exorcise demons
- Poisoned medicine",2
タンコロリン,"What are the conditions under which the Japanese yokai ""Tankororin"" is said to appear? Choose one answer from the following four options.

- Do not pick the persimmon fruits and leave them
- Pray under the persimmons tree at night
- Eat persimmon fruit
- Cut down the persimons tree",0
タンタンコロリン,"What are the conditions under which the Japanese yokai Tantan-kororin is said to appear? Choose one answer from the following four options.

- Leaving the persimmon fruit unpicked
- Sleeping under a persimmon tree at night
- Cutting down the persimmons tree
- Eating too many persimmon fruits",0
だんだん法師,"What phenomenon is said to be caused by the Japanese yokai ""Dandan Boshi""? Choose one from the following four options and output your answer.

- Create a mountain
- Create a lake
- Abduct a person
- Leave footprints",3
乳の親,"What action is said to be performed by the Japanese yokai ""Chichi no Oya"" on deceased children? Choose one answer from the following four options.

- Sing a song
- Feed the baby
- Protect the child
- Show them dreams",1
力持ち幽霊,"What is considered to be the reason for the appearance of the strong-willed ghost, which is a yokai from Japan? Choose one of the following four options as your answer.

- Because there was a hole in the grave
- Because food was stolen
- Because the husband betrayed me
- Because my child was taken away",0
魑魅,"What kind of appearance is the Japanese yokai ""Chimera"" often said to have? Choose one from the following four options and output your answer.

- Human faces and beast bodies
- All human forms
- All beast forms
- Fish-like bodies",0
茶袋,"What kind of places are often said to be where the Japanese yokai ""Chabukuro"" appears? Choose one from the following four options and output your answer.

- Near human residences
- Near the lonely river flow
- In the bustling commercial district
- At the top of the mountain",1
宙狐、中狐,"When are the Japanese yokai ""Chūko"" and ""Jūko"" generally believed to appear? Choose one of the following four options as your answer.

- Winter
- Spring
- Summer
- Autumn",2
蝶化身,"How is the Japanese yōkai ""Chōkashin"" often said to influence people? Choose one of the following four options as your answer.

- Stick to a person
- Appear in a dream
- Call out to someone
- Step on someone's shadow",0
提灯お岩,"In the context of the Japanese yokai ""Chochin Oiwa,"" which is often mentioned in many texts, what is the common name for the performance that features the appearance of Chochin-Oiwa? Choose one of the following four options as your answer.

- Chochin escape
- Chochin dance
- Appearance of the chochin
- Illumination of the lantern",0
提灯お化け,"What shape is the Japanese yokai ""Chochin Obake"" usually said to have? Choose one from the following four options and output your answer.

- A long tongue protrudes from the split mouth of the lantern
- Has horns on its head
- Has wings and can fly in the sky
- Is a spherical object that emits light",0
提灯小僧,"Where is the Japanese yokai ""Chochin Kozō"" mainly said to appear? Choose one from the following four options.

- The northern part of Sendai Castle's castle town
- Around Tokyo Tower
- Kyoto's Gion district
- Nara's Todaiji Temple",0
提灯火,"What kind of places is the Japanese yokai ""Chochinbi"" said to appear in often? Choose one from the following four options and output your answer.

- The top of the mountain
- The edge of the paddy field
- The bottom of the sea
- The center of the city",1
長面妖女,"What is the height of the Japanese yokai ""Nagame Onna"" often said to be? Choose one answer from the following four options and output it.

3 fathoms (5尋)
5 fathoms
7 fathoms
10 fathoms ",2
猪口暮露,"What kind of appearance is the Japanese yokai ""Shochokuro"" often said to have? Choose one from the following four options and output your answer.

- A monk with a sake cup on his head
- A demon with wings
- A fairy who controls water
- The form of a large beast",0
チョマトー,"In the legends surrounding Chomatoro, where the Kitami Ainu are said to have sought refuge, what place is often referred to? Choose one from the following four options and output your answer.

- God's Swamp
- Blood Demon Swamp
- Holy Lake
- Fountain of Immortality",1
塵塚怪王,"What kind of existence is the Japanese yokai ""Jinzokukaiō"" often considered to be? Choose one answer from the following 4 options.

- Queen of the Mountain Hag
- Spirit of the Well
- Water God
- Fire God",0
ちんちん小袴,"How is the appearance of the small man in the yokai ""Chinchin Kohakama"" often depicted? Choose one answer from the following 4 options.

- Round face in kimono
- Square face in hakama
- Long-haired person in traditional attire
- Large eyes with wings",1
衝立狸,"What form is the Japanese yokai ""Shitsuraitani"" often said to take when obstructing paths? Choose one from the following four options and output your answer.

- The appearance of the tree spirit
- The shape of a large folding screen
- A glowing sphere
- The form of a giant beast",1
杖突き,"In relation to the Japanese yokai ""Juzu Tsuki,"" what is often considered the reason people are surprised when sound phenomena occur? Choose one of the following four options as your answer.

- Because I hear the sound of cutting trees at night
- Because I can hear people's voices during the day
- Because the mountain hut is shaking
- Because of the sound of trees falling",0
月の兎,"The reason why the rabbit on the moon is said to be pounding mochi (rice cakes) is often explained as follows:

- The rabbit of the moon to fulfill people's wishes
- The rabbit living on the moon is making the elixir of immortality
- Because the shadow of the rabbit looks like a mortar
- The reason the rabbit gathers moonlight",2
付喪神,"According to the legend of Tsukumogami, which involves tools transforming into yokai, how long is it said to pass before this occurs? Choose one answer from the following four options.

50 years
75 years
100 years
125 years",2
付紐小僧,"What is the name of the mansion that is often said to be the place where the Tsu-himo Kozō appears? Choose one answer from the following four options.

- Adzuki-to-gi Yashiki
- Sode-hiki Yashiki (Sleeve-pulling Yashiki)
- Onimon Yashiki
- Shamisen Yashiki ",0
辻神,"Which of the following places is said to be easily inhabited by Tsukumogami, a Japanese yokai? Choose one answer from the following four options.

- The top of the mountain
- Where the roads intersect
- By the river's edge
- In the center of the village",1
土蜘蛛,"In descriptions of the Japanese yokai ""Tsuchigumo,"" how are they often depicted in ancient times? Choose one answer from the following four options.

- A being who serves the gods
- An existence that is viewed as an outsider and does not submit to the emperor
- A symbol of peace
- A being who is considered a god of agriculture",1
土転び、槌転,"What kind of actions are often attributed to the Japanese yokai ""Doronbori""? Choose one from the following four options and output your answer.

- Helping people
- Biting people
- Chasing people
- Talking to people",2
槌の子,"Which region is said to have particularly few sightings of the Japanese yokai, Tsuchinoko? Choose one answer from the following 4 options.

- Hokkaido
- Kanto region
- Kansai region
- Kyushu region",0
恙虫,"In the legends about the Japanese yokai ""Tsutsugumushi,"" what is the prevalence of Rickettsia, which is said to cause Tsutsugamushi disease, often considered to be? Choose one answer from the following four options.

- 0.1% to 1%
- 0.1% to 3%
- 1% to 5%
- 5% to 10%",1
苞蛇,"The Japanese yokai Hozu-neko is a creature said to be captured alive under specific conditions, but what conditions are often required? Choose one answer from the following four options.

- Capture alive
- Capture at a specific time
- Only capture at a specific location
- Provide a specific food",0
常元虫,"Which type of person's soul is often associated with the Japanese yokai, Tsunemoto-mushi? Choose one answer from the following 4 options.

- Thief
- Merchant
- Farmer
- Fisherman",0
角盥漱,"In the legend of the Japanese yokai ""Kakutarazu,"" who is often considered to be the Heian-era poet? Choose one answer from the following four options.

- Murasaki Shikibu
- Ono no Komachi
- Sei Shōnagon
- Ōtomo no Kuronushi",1
角椀漱,"In the legends about kakuwansou, it is often said that the rich man was able to find out the true identity of the warrior after lending him the bowl.

- I directly asked the samurai.
- I had someone follow them.
- The samurai revealed it themselves.
- Heard it from the villagers.",1
面女,"In the legends about the Japanese yokai ""Menome,"" it is said that when the appearance of Menome appears, it is often adorned with distinctive decorations. What kind of decoration is said to be common in these legends? Choose one from the following four options and output your answer.

- Blackened teeth
- Red lipstick
- Golden hair ornament
- White kimono",0
つらら女,"In the story of the Japanese yokai ""Tsura-onna,"" what is often said to be the man's wish that triggers her appearance? Choose one answer from the following four options.

- I want a beautiful wife
- I want to become rich
- I wish to live a long life
- I desire to be happy",0
釣瓶落とし,"What kind of behavior is often attributed to the Tsuribe-ochi when it attacks humans? Choose one from the following four options and output your answer.

- Drop a water bucket from a tree
- Lift a person up to a tree's branches
- Appear during the day
- Slam onto the ground",0
釣瓶火,"Regarding the Japanese yokai ""Tsurubebi,"" in many texts, how is it often depicted as a phenomenon? Choose one answer from the following four options.

- Water bubbling up from the ground
- Fireballs floating in the air
- Beasts hidden in the soil
- Grass sprouting at the base of trees",1
手洗鬼,"Which region's sea is often said to be where the giant who washes his hands is located? Choose one answer from the following four options and output it.

- Kyushu
- Shikoku
- Honshu
- Hokkaido",1
手負蛇,"What kind of actions are often attributed to the Japanese yokai called ""Te-o-hebi""? Choose one from the following four options and output your answer.

- Eat people
- Blow poison into someone's eyes
- Draw water
- Show dreams",1
手形傘,"What is the name of the priest often mentioned in the legends surrounding the Japanese yokai handprint umbrella? Choose one answer from the following four options.

- Asahina
- Ichiren
- Ōyama
- Fujiwara",0
"テケテケ
","In what kind of situation is the Japanese yokai Teketeke often said to have died? Choose one answer from the following four options.

- Burned in a fire
- Stranded in the mountains
- Hit by a train
- Drowned in water",2
鉄鼠,"What is the Japanese yokai ""Tetsuzo"" often said to have devoured? Choose one answer from the following four options.

- Fruits
- Sutra
- Rice
- Clothing",1
テッチ,"What kind of behavior is the Japanese yokai ""Tetch"" often considered to have? Choose one of the following four options as your answer.

- Devour people
- Abduct people
- Protect treasures
- Build houses",1
手長足長,"When the Japanese yokai ""Te-Nagashi-Ashi-Nagashi"" appears, what kind of spirit bird is often said to have been sent by the god of Mount Chokai? Choose one answer from the following four options.

- One white swan
- A crow with three legs
- Two cranes
- A fox with four legs",1
手長婆,"What kind of actions is the Japanese yokai ""Te Nagaba"" often said to take against humans? Choose one from the following four options and output your answer.

- Pulling people with long arms
- Eating people
- Casting a curse
- Helping people",0
手の目,"What kind of appearance is the Japanese yokai ""Te no Me"" often said to have? Choose one from the following four options and output the answer.

- Both feet have eyes on them
- Both hands have eyes attached to them
- The face has eyes on it
- The back has eyes attached to it",1
寺つつき,"Which of the following four temples is said to be the location where the Japanese yokai ""Temple Tapper"" is said to appear? Choose one answer and output it.

- Todaiji Temple
- Shitennoji Temple
- Ninnaji Temple
- Yakushiji Temple",1
鼬、貂,"The Japanese yokai ""Kitsune"" is often considered an omen of misfortune due to its cry, but what is its cry often compared to? Choose one answer from the following four options.

- The sound of six people pounding a mortar
- Thunder sound
- Wind sound
- Bird chirping",0
天火,"What kind of phenomenon is often said to occur when the Japanese yokai ""Tenka"" appears? Choose one of the following four options as your answer.

- The weather gets better
- People get sick
- Agricultural crops have a bountiful harvest
- People have ominous dreams",1
天狗,"What is the name often used to refer to the reincarnation of a particularly arrogant nun who is a Japanese yokai called Tengu? Choose one of the following four options as your answer.

- Crow Tengu
- Female Tengu (Oni Tengu)
- Long-nosed Tengu
- Kikazaru (Leaf Tengu, also known as Kitsune Tengu or Fox Tengu in some stories)",1
天狗隠し、天狗攫い,"In the tale of tengu abductions, what experience is often reported by children who have returned after being taken by tengu? Choose one answer from the following four options.

- I was taught mountain knowledge by the tengu
- I flew through the sky with the Tengu and sightseeing at famous places
- I received treasures from the Teng
- I ate Tengu's cooking",1
天狗太鼓,"Regarding the Japanese yokai ""Tengu,"" what phenomenon, especially occurring at night and causing houses to shake, is often referred to as? Choose one answer from the following four options.

- The Fire of the Tengu
- Tengu's Shaking
- The Laughter of Tengu (Tengu's Laughter)
- The Tengu Overthrow (Tengo's Overthrow)",1
天狗倒し,"In relation to the Japanese yokai ""Tengu-tori,"" what kind of sound is often described as the source of the sound? Choose one answer from the following four options.

- Thunder sound
- The sound of cutting wood
- Sound of water flowing
- Human voice",1
天狗礫,"Regarding the Japanese yokai Tengu-tsubaki, which is a phenomenon where stones fall from the sky, as an example of a year when reports of this phenomenon were made, where is it often said that Tengu Tsubaki frequently occurred in the year Horeki 5 (1753)? Choose one answer from the following four options.

- Kyoto City
- Kanazawa City
- Tokyo
- Osaka City",1
天狗のみあかし,"The Japanese yokai ""Tengu no miakaashi"" is said to disappear with the skin of an animal, but in what kind of situation is it often said to appear? Choose one answer from the following four options.

- Sunny day daytime
- Snowy night
- Rainy night in the mountains
- Flatland on a windy day",2
天狗囃子,"In Japanese folklore, it is often believed that the sound of taiko drums heard from the mountains is the work of tengu. Which of the following events is most commonly associated with the occurrence of this sound? Choose one from the following four options and output your answer.

- Festival
- Harvest Festival
- Funeral
- Wedding",0
天狗火,"What kind of influence is often attributed to the Japanese yokai Tengu Fire when people encounter it? Choose one of the following four options as your answer.

- You will definitely get sick
- Your financial luck will improve
- Good fortune will come to you
- You will live a long life",0
天狗笑い,"What kind of phenomenon is often associated with the Japanese yokai ""Tengu-warai""? Choose one from the following four options and output your answer.

- Sudden winds blow
- Appear in front of humans
- Fire falls from the sky
- The mountains shake",0
天狐,"Tenko is a fox considered to be the highest being in the Edo period, but what kind of abilities are often mentioned about it? Choose one from the following four options and output the answer.

- To see far into the future
- To captivate people
- To cause mischief
- To suck the life force out of someone",0
テンコロバシ,"What type of night is the Japanese yokai ""Tenkorobashi"" said to appear on most often? Choose one from the following four options and output your answer.

- Clear night
- Thunderstorm night
- Snowy night
- Rainy night (overcast night)",3
テンサラバサラ,"What is often said about the way to keep the object believed to bring good fortune by the Japanese yokai Tensarabasara? Choose one answer from the following four options.

- Provide powdered cosmetics in a box with holes
- Provide water in an aquarium
- Cultivate in the soil
- Leave floating in the air",0
テンジ,"What kind of prank is the Japanese yokai ""Tengu"" known to have performed on the night watchman at the hut? Choose one of the following four options as your answer.

- Pull on the ears or feet
- Steal things
- Create shadows
- Imitate voices",0
天井下り、天井下がり,"What kind of features are often attributed to the appearance of the Japanese yokai ""Chojinori,"" which is said to emerge from the ceiling of a house? Choose one answer from the following four options.

- A hideous old woman with disheveled long hair
- The appearance of a small child
- A beautiful woman wearing a white garment
- The form of a large beast",0
天井嘗,"What kind of actions are often attributed to the Japanese yokai ""Tennjo-na""? Choose one from the following four options and output your answer.

- Hit the wall
- Lick the ceiling
- Clean the room
- Scare people",1
天吊し,"What kind of appearance is the Japanese yokai ""Amatsukashi"" often said to be depicted in? Choose one answer from the following four options.

- An ugly old woman with disheveled long hair
- A beautiful girl wearing a white kimono
- A creature with large eyes, resembling a beast
- A small fairy-like creature",0
天火,"What kind of influence is often attributed to the Japanese yokai ""Tenka"" when it appears? Choose one of the following four options as your answer.

- Signs of a fire
- An increase in sick people
- It rains
- People obtain good fortune",0
トイレの花子さん,"What method is commonly believed to be used to summon Hanako-san in the bathroom? Choose one from the following four options.

- Hit the mirror three times
- Knock on the toilet door three times
- Call the name three times
- Use up all the toilet paper  ",2
道成寺の鐘,"In the legends surrounding the bell of Dōjōji, what shape is it often said that Kiyohime transforms into when the bell, which Atsushi hid, burns? Choose one of the following four options as your answer.

- White snake
- Large snake
- Small snake
- Blue snake",1
灯台鬼,"The Japanese yōkai ""Tōdai-oni"" is said to have certain specific features. Which of the following features is often mentioned? Choose one from the following four options and output your answer.

- Has a large candle on their head
- Has wings
- Has a human appearance
- Uses water to hide their body",0
道通さま,"What kind of colored ring is often said to be on the neck part of the Tobiou, the yokai that is said to be haunting the Yōkai Dōtsu-sama in Japan? Choose one answer from the following four options.

- Blue
- Gold
- Red
- Green",1
胴面,"What kind of appearance is the Japanese yokai ""Dohmen"" often said to have? Choose one from the following four options and output your answer.

- No body below the neck
- Only long legs
- The face is on the torso
- Many eyes",2
トウビョウ、土瓶,"How are houses believed to be treated when they are said to be possessed by the Japanese yokai, Tobiou? Choose one of the following four options as your answer.

- Always left outside
- No special treatment
- Treated with care by being placed in earthenware jars
- Kept away from anyone",2
豆腐小僧,"Which of the following periods is often considered as the time when the Japanese yokai, Tofu-kozō, was first confirmed? Choose one answer from the options below.

- Edo period (early)
- An'ei era
- Meiji period
- Showa period",1
どうもこうも,"What is often depicted as the characteristic feature of the Japanese yokai ""Dōmo kōmo""? Choose one from the following four options.

One eye
Two heads
Three arms
Four legs",1
通り悪魔、通り者,"The reason why it is said that it is important to calm one's mind when the Japanese yokai ""street devil"" or ""passerby"" appears is because sudden encounters with such supernatural beings can cause fear and panic. Calming one's mind helps maintain composure, prevents irrational actions, and allows for better decision-making in potentially dangerous situations.

- When one's heart is disturbed, misfortune comes.
- To drive away evil spirits.
- Because other yokai are approaching.
- You can't see them if your heart is not at peace.",0
髑髏の怪,"When the Japanese yokai ""Skull Monster"" encountered Heike Kiyomori, how large is it said to have become when the skulls fused together? Choose one of the following four options as your answer.

10 meters
14 to 15 tate (approximately 42 to 45 meters)
50 meters
One meter",1
トシドン,"What is the event in which the Japanese yokai Toshidon performs every New Year's Eve, and what is the name of the rice cake given to children often called? Choose one answer from the following four options.

- New Year's money
- Toshidon mochi
- Mochi-maki (rice cake throwing)
- Oshogatsu mochi (New Year's rice cake)",1
徳利回し,"What is the purpose often attributed to the Japanese yokai ""Tokoromawashi"" when it transforms into a human form? Choose one of the following four options as your answer.

- For tempting people
- For making fun of people
- To steal things
- To protect people",1
